connection_id,connection_duration_sec,protocol_type,service_type,connection_state,packets_sent,packets_received,bytes_sent,bytes_received,data_rate_bytes_per_sec,ttl_sender,ttl_receiver,sender_data_load,receiver_data_load,packets_lost_sender,packets_lost_receiver,time_between_sender_packets,time_between_receiver_packets,jitter_sender,jitter_receiver,tcp_window_sender,tcp_sequence_sender,tcp_sequence_receiver,tcp_window_receiver,tcp_round_trip_time,tcp_syn_ack_time,tcp_ack_data_time,mean_packet_size_sender,mean_packet_size_receiver,http_transaction_depth,server_response_size,connections_per_service,state_ttl_combinations,connections_to_destination_short_term,connections_from_source_to_dest_port,connections_to_dest_from_source_port,connections_between_source_dest,ftp_login_attempt,ftp_command_count,http_method_count,connections_from_source,connections_to_service,same_ip_port,is_attack
31255,0.208122,udp,-,CON,4,4,512,304,33.634118,31,29,14760.57324,8764.089844,0,0,64.342,53.657668,90.980602,75.874914,0,0,0,0,0.0,0.0,0.0,128,76,0,0,4,0,4,1,1,2,0,0,0,2,3,0,0
56942,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,3,3,3,3,0,0,0,6,12,0,1
55470,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,7,7,4,7,0,0,0,7,13,0,1
52094,0.562652,tcp,-,FIN,10,6,534,268,26.659463,254,252,6839.041016,3184.917236,2,1,58.577222,98.782797,3290.324435,153.996578,255,3257625309,2616558863,255,0.134726,0.068731,0.065995,53,45,0,0,5,1,1,1,1,1,0,0,0,1,5,0,1
54831,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,7,7,4,7,0,0,0,11,10,0,1
47595,0.456582,tcp,-,FIN,16,10,900,556,54.754676,254,252,14788.14258,8778.269531,5,3,29.934933,48.498,1523.259967,64.515586,255,2931147142,667714572,255,0.076551,0.020089,0.056462,56,56,0,0,7,1,3,3,1,3,0,0,0,3,7,0,1
1615,7e-06,narp,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,1
52803,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,8,2,3,3,3,3,0,0,0,3,8,0,1
53004,1.1e-05,unas,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,2,0,0,0,5,6,0,1
76112,0.134157,tcp,-,CON,6,2,978,86,52.177672,62,252,48599.77344,2564.159912,2,1,26.8314,0.008,1569.662992,0.0,255,1550556492,1917562177,255,0.107846,0.057454,0.050392,163,43,0,0,9,3,7,7,1,9,0,0,0,7,9,0,0
41751,0.562184,tcp,-,FIN,10,6,534,268,26.681657,254,252,6844.734375,3187.568604,2,1,58.573556,95.302797,3106.241499,151.977594,255,4229329451,677958130,255,0.142208,0.085668,0.05654,53,45,0,0,4,1,2,2,1,4,0,0,0,2,4,0,0
72266,0.499282,tcp,-,FIN,10,6,594,268,30.043142,254,252,8572.30957,3589.154053,2,1,53.041778,86.920797,2844.49302,147.695188,255,1446770687,4026699441,255,0.108413,0.06467,0.043743,59,45,0,0,8,1,3,2,1,8,0,0,0,2,8,0,0
75929,0.163198,tcp,-,CON,6,2,978,86,42.892684,62,252,39951.47266,2107.869141,2,1,32.6396,0.008,1912.644122,0.0,255,4153759495,2445671620,255,0.131497,0.076715,0.054782,163,43,0,0,11,3,6,6,1,11,0,0,0,6,12,0,0
77361,1.028339,tcp,-,FIN,16,12,914,642,26.255932,254,252,6667.062012,4582.146484,5,3,66.653536,86.56418,4063.212717,122.615328,255,3459077560,2699958471,255,0.133111,0.076124,0.056987,57,54,0,0,7,1,2,2,2,7,0,0,0,2,6,0,0
55101,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,2,3,3,3,3,0,0,0,4,3,0,1
47374,1.642877,tcp,-,FIN,16,12,912,642,16.434584,254,252,4163.428223,2868.13916,5,3,108.642335,145.981812,6806.778587,224.651672,255,242137027,445195978,255,0.05596,0.03707,0.01889,57,54,0,0,5,1,2,2,1,2,0,0,0,2,4,0,1
51446,0.628636,tcp,-,FIN,10,8,564,354,27.042676,254,252,6464.790527,3945.049316,2,1,69.347111,88.70943,5430.425623,139.87575,255,2891401184,2739185903,255,0.052204,0.007659,0.044545,56,44,0,0,2,1,1,1,1,1,0,0,0,1,2,0,1
72680,9e-06,udp,-,INT,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,7,2,1,2,1,2,0,0,0,2,2,0,0
10933,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,5,2,1,1,1,3,0,0,0,2,3,0,1
56122,7e-06,udp,-,INT,2,0,168,0,142857.1409,254,0,96000000.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
54909,0.56016,tcp,-,FIN,8,4,796,182,19.637247,254,252,9954.298828,1956.583862,2,1,80.022859,157.546,4256.693459,222.793797,255,2769274432,1972089342,255,0.07476,0.04072,0.03404,100,46,0,0,2,1,1,1,1,1,0,0,0,1,3,0,1
73886,0.668244,tcp,-,FIN,10,8,486,354,25.439809,254,252,5243.59375,3711.219238,2,1,67.206778,83.069859,4621.70102,111.313406,255,3604336272,373761887,255,0.120219,0.086746,0.033473,49,44,0,0,7,1,2,2,1,7,0,0,0,2,7,0,0
56240,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,1,1,1,1,0,0,0,1,15,0,1
704,9e-06,skip,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,6,0,0,0,2,6,0,1
63978,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,1
3514,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,2,2,5,0,0,0,11,5,0,1
48030,0.486347,tcp,-,FIN,10,6,546,268,30.842177,254,252,8092.987305,3684.612061,2,1,50.447889,75.347398,2582.298946,108.590414,255,369439819,856032718,255,0.175015,0.109606,0.065409,55,45,0,0,7,1,2,2,1,2,0,0,0,2,7,0,1
11538,0.945609,tcp,-,FIN,10,8,564,354,17.977833,254,252,4297.759766,2622.648438,2,1,99.206444,127.207,6163.746958,191.899953,255,35492986,2231523779,255,0.169924,0.055151,0.114773,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
58950,1.1e-05,ttp,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,4,4,4,4,0,0,0,4,10,0,1
47583,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,4,7,0,1
76319,0.543745,tcp,-,FIN,10,8,534,354,31.264656,254,252,7076.847168,4560.961426,2,1,56.757333,69.587,3943.350338,121.179359,255,2268973837,3691242302,255,0.10051,0.056627,0.043883,53,44,0,0,6,1,1,1,1,5,0,0,0,1,5,0,0
45792,0.665653,tcp,-,FIN,10,8,564,354,25.538832,254,252,6105.283203,3725.665039,2,1,72.579333,92.304711,5612.082275,139.20975,255,2288895493,1691381313,255,0.070949,0.019509,0.05144,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
3605,0.410222,tcp,-,FIN,10,8,820,354,41.440976,254,252,14392.20703,6045.507324,2,1,44.811,51.646285,3069.455739,110.308375,255,3908846998,3018495501,255,0.102084,0.048693,0.053391,82,44,0,0,8,1,3,3,1,8,0,0,0,3,8,0,1
72200,0.624328,tcp,-,FIN,10,8,590,354,27.229276,254,252,6804.115723,3972.270996,2,1,64.834778,78.077859,4255.885265,117.872367,255,1789703375,701976675,255,0.117001,0.077774,0.039227,59,44,0,0,6,1,2,2,1,6,0,0,0,3,6,0,0
57523,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,7,7,3,7,0,0,0,7,17,0,1
4452,0.548247,tcp,-,FIN,10,8,566,354,31.007923,254,252,7441.901367,4523.508789,2,1,59.036667,70.63757,3835.337772,113.474031,255,2501084015,2074040642,255,0.097786,0.053781,0.044005,57,44,0,0,12,1,3,3,2,11,0,0,0,3,11,0,1
48570,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,4,4,4,4,0,0,0,6,14,0,1
71304,0.657068,tcp,-,FIN,10,6,534,268,22.828687,254,252,5856.319336,2727.26709,2,1,70.621667,116.980398,3697.899404,190.810219,255,299556310,4271128762,255,0.141238,0.072157,0.069081,53,45,0,0,3,1,2,2,2,3,0,0,0,2,3,0,0
23191,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,4,2,4,4,4,4,0,0,0,4,4,0,1
45096,1e-05,udp,-,INT,2,0,168,0,100000.0025,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,1,0,0,0,1,3,0,1
56161,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,2,2,2,2,0,0,0,2,13,0,1
67191,5e-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,2,0,0,0,1,5,0,0
53884,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,4,4,4,4,0,0,0,4,12,0,1
48201,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,5,2,3,3,3,3,0,0,0,3,5,0,1
8160,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,1
78833,1.325546,tcp,-,FIN,14,14,1298,764,20.368965,254,252,7278.509766,4285.026855,4,4,101.965077,97.841844,5629.277531,142.609344,255,13397412,4218322224,255,0.141191,0.052919,0.088272,93,55,0,0,2,1,1,1,1,1,0,0,0,2,1,0,0
47506,0.47278,tcp,-,FIN,10,6,544,268,31.727231,254,252,8291.382812,3790.346436,2,1,52.429667,69.767797,2641.925853,102.384578,255,1643057733,1127011524,255,0.18331,0.12394,0.05937,54,45,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1
25972,0.178178,udp,-,CON,4,4,536,304,39.286557,31,29,18049.36719,10236.9541,0,0,41.69,45.011332,58.946543,63.647152,0,0,0,0,0.0,0.0,0.0,134,76,0,0,11,0,4,1,1,3,0,0,0,3,11,0,0
61561,0.236921,tcp,-,FIN,8,6,1124,268,54.870611,254,252,33226.26563,7563.702637,2,1,29.979142,43.272801,1697.553168,62.439785,255,3932185345,1959918884,255,0.020555,0.020555,0.0,141,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1
77389,1.119097,tcp,-,FIN,14,12,782,678,22.33944,254,252,5197.047363,4446.441895,4,4,86.084385,94.938727,4929.421561,177.209438,255,2770286982,3289976441,255,0.133184,0.07418,0.059004,56,57,0,0,5,1,1,1,1,5,0,0,0,1,5,0,0
44136,0.33374,tcp,-,FIN,10,6,546,268,44.945167,254,252,11793.61231,5369.449219,2,1,37.082222,56.233,1779.030166,77.330172,255,2019776092,2878733949,255,0.092689,0.051853,0.040836,55,45,0,0,6,1,1,1,1,1,0,0,0,1,6,0,1
55054,1e-05,ptp,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,13,2,2,2,2,2,0,0,0,7,11,0,1
49331,1e-06,irtp,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,21,2,4,4,4,4,0,0,0,6,16,0,1
3113,5e-06,ddx,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,10,3,0,1
43763,0.989976,tcp,-,FIN,10,8,546,354,17.172134,254,252,3975.854004,2505.111328,2,1,109.897222,126.085711,6577.098225,181.756078,255,2572029781,2845946434,255,0.178446,0.107366,0.07108,55,44,0,0,5,1,2,1,1,1,0,0,0,1,6,0,1
